target_chembl_id,target_name,molecule_chembl_id,activity_type,activity_value,activity_units
CHEMBL262,Glycogen synthase kinase-3 beta,CHEMBL78232,IC50,100000.0,nM
CHEMBL262,Glycogen synthase kinase-3 beta,CHEMBL77947,IC50,6800.0,nM
CHEMBL262,Glycogen synthase kinase-3 beta,CHEMBL307943,IC50,2600.0,nM
CHEMBL262,Glycogen synthase kinase-3 beta,CHEMBL77590,IC50,3300.0,nM
CHEMBL262,Glycogen synthase kinase-3 beta,CHEMBL309347,IC50,500.0,nM
CHEMBL262,Glycogen synthase kinase-3 beta,CHEMBL77641,IC50,520.0,nM
CHEMBL262,Glycogen synthase kinase-3 beta,CHEMBL307392,IC50,100000.0,nM
CHEMBL262,Glycogen synthase kinase-3 beta,CHEMBL76559,IC50,800.0,nM
CHEMBL262,Glycogen synthase kinase-3 beta,CHEMBL77211,IC50,6000.0,nM
CHEMBL262,Glycogen synthase kinase-3 beta,CHEMBL37811,IC50,1400.0,nM
CHEMBL262,Glycogen synthase kinase-3 beta,CHEMBL37342,IC50,1200.0,nM
CHEMBL262,Glycogen synthase kinase-3 beta,CHEMBL416975,IC50,8000.0,nM
CHEMBL262,Glycogen synthase kinase-3 beta,CHEMBL40439,IC50,6700.0,nM
CHEMBL262,Glycogen synthase kinase-3 beta,CHEMBL40842,IC50,250000.0,nM
CHEMBL262,Glycogen synthase kinase-3 beta,CHEMBL39357,IC50,250000.0,nM
CHEMBL262,Glycogen synthase kinase-3 beta,CHEMBL288588,IC50,235000.0,nM
CHEMBL262,Glycogen synthase kinase-3 beta,CHEMBL37826,IC50,250000.0,nM
CHEMBL262,Glycogen synthase kinase-3 beta,CHEMBL290436,IC50,29000.0,nM
CHEMBL262,Glycogen synthase kinase-3 beta,CHEMBL288064,IC50,390.0,nM
CHEMBL262,Glycogen synthase kinase-3 beta,CHEMBL40022,IC50,29000.0,nM
CHEMBL262,Glycogen synthase kinase-3 beta,CHEMBL40004,IC50,12000.0,nM
CHEMBL262,Glycogen synthase kinase-3 beta,CHEMBL290211,IC50,11000.0,nM
CHEMBL262,Glycogen synthase kinase-3 beta,CHEMBL40021,IC50,820.0,nM
CHEMBL262,Glycogen synthase kinase-3 beta,CHEMBL37652,IC50,198000.0,nM
CHEMBL262,Glycogen synthase kinase-3 beta,CHEMBL37689,IC50,1100.0,nM
CHEMBL262,Glycogen synthase kinase-3 beta,CHEMBL39803,IC50,250000.0,nM
CHEMBL262,Glycogen synthase kinase-3 beta,CHEMBL99779,IC50,10000.0,nM
CHEMBL262,Glycogen synthase kinase-3 beta,CHEMBL121543,IC50,199.99,nM
CHEMBL262,Glycogen synthase kinase-3 beta,CHEMBL316485,IC50,2098.94,nM
CHEMBL262,Glycogen synthase kinase-3 beta,CHEMBL318208,IC50,399.94,nM
CHEMBL262,Glycogen synthase kinase-3 beta,CHEMBL430574,IC50,619.44,nM
CHEMBL262,Glycogen synthase kinase-3 beta,CHEMBL317964,IC50,130.02,nM
CHEMBL262,Glycogen synthase kinase-3 beta,CHEMBL120030,IC50,500.03,nM
CHEMBL262,Glycogen synthase kinase-3 beta,CHEMBL331722,IC50,500034.53,nM
CHEMBL262,Glycogen synthase kinase-3 beta,CHEMBL331120,IC50,1000000.0,nM
CHEMBL262,Glycogen synthase kinase-3 beta,CHEMBL95477,IC50,4295.36,nM
CHEMBL262,Glycogen synthase kinase-3 beta,CHEMBL545053,IC50,29.99,nM
CHEMBL262,Glycogen synthase kinase-3 beta,CHEMBL97844,IC50,23988.33,nM
CHEMBL262,Glycogen synthase kinase-3 beta,CHEMBL121958,IC50,349.95,nM
CHEMBL2918,cAMP-dependent protein kinase beta-1 catalytic subunit,CHEMBL363058,IC50,20000.0,nM
CHEMBL2918,cAMP-dependent protein kinase beta-1 catalytic subunit,CHEMBL362588,IC50,20000.0,nM
CHEMBL2918,cAMP-dependent protein kinase beta-1 catalytic subunit,CHEMBL186290,IC50,20000.0,nM
CHEMBL2918,cAMP-dependent protein kinase beta-1 catalytic subunit,CHEMBL178737,IC50,20000.0,nM
CHEMBL2918,cAMP-dependent protein kinase beta-1 catalytic subunit,CHEMBL362814,IC50,20000.0,nM
CHEMBL2918,cAMP-dependent protein kinase beta-1 catalytic subunit,CHEMBL362558,IC50,20000.0,nM
CHEMBL2918,cAMP-dependent protein kinase beta-1 catalytic subunit,CHEMBL386661,IC50,25000.0,nM
CHEMBL2918,cAMP-dependent protein kinase beta-1 catalytic subunit,CHEMBL215943,IC50,25000.0,nM
CHEMBL2918,cAMP-dependent protein kinase beta-1 catalytic subunit,CHEMBL459729,IC50,37680.0,nM
CHEMBL2918,cAMP-dependent protein kinase beta-1 catalytic subunit,CHEMBL603469,Kd,160.0,nM
CHEMBL2918,cAMP-dependent protein kinase beta-1 catalytic subunit,CHEMBL1240703,Kd,10000.0,nM
CHEMBL2918,cAMP-dependent protein kinase beta-1 catalytic subunit,CHEMBL1766422,IC50,23550.0,nM
CHEMBL2918,cAMP-dependent protein kinase beta-1 catalytic subunit,CHEMBL491473,Kd,10000.0,nM
CHEMBL2918,cAMP-dependent protein kinase beta-1 catalytic subunit,CHEMBL450786,Kd,10000.0,nM
CHEMBL2918,cAMP-dependent protein kinase beta-1 catalytic subunit,CHEMBL1789941,Kd,10000.0,nM
CHEMBL2918,cAMP-dependent protein kinase beta-1 catalytic subunit,CHEMBL509032,Kd,4100.0,nM
CHEMBL2918,cAMP-dependent protein kinase beta-1 catalytic subunit,CHEMBL1908395,Kd,10000.0,nM
CHEMBL2918,cAMP-dependent protein kinase beta-1 catalytic subunit,CHEMBL1908396,Kd,10000.0,nM
CHEMBL2918,cAMP-dependent protein kinase beta-1 catalytic subunit,CHEMBL1230020,Kd,10000.0,nM
CHEMBL2918,cAMP-dependent protein kinase beta-1 catalytic subunit,CHEMBL1287853,Kd,10000.0,nM
CHEMBL2918,cAMP-dependent protein kinase beta-1 catalytic subunit,CHEMBL1241674,Kd,10000.0,nM
CHEMBL2918,cAMP-dependent protein kinase beta-1 catalytic subunit,CHEMBL379218,Kd,90.0,nM
CHEMBL2918,cAMP-dependent protein kinase beta-1 catalytic subunit,CHEMBL249697,Kd,10000.0,nM
CHEMBL2918,cAMP-dependent protein kinase beta-1 catalytic subunit,CHEMBL525191,Kd,10000.0,nM
CHEMBL2918,cAMP-dependent protein kinase beta-1 catalytic subunit,CHEMBL1289926,Kd,10000.0,nM
CHEMBL2918,cAMP-dependent protein kinase beta-1 catalytic subunit,CHEMBL608154,Kd,10000.0,nM
CHEMBL2918,cAMP-dependent protein kinase beta-1 catalytic subunit,CHEMBL464552,Kd,10000.0,nM
CHEMBL2918,cAMP-dependent protein kinase beta-1 catalytic subunit,CHEMBL1236107,Kd,10000.0,nM
CHEMBL2918,cAMP-dependent protein kinase beta-1 catalytic subunit,CHEMBL1908394,Kd,10000.0,nM
CHEMBL2918,cAMP-dependent protein kinase beta-1 catalytic subunit,CHEMBL105442,Kd,10000.0,nM
CHEMBL2918,cAMP-dependent protein kinase beta-1 catalytic subunit,CHEMBL386051,Kd,10000.0,nM
CHEMBL2918,cAMP-dependent protein kinase beta-1 catalytic subunit,CHEMBL3745885,IC50,10000.0,nM
CHEMBL2918,cAMP-dependent protein kinase beta-1 catalytic subunit,CHEMBL2216870,Kd,30000.0,nM
CHEMBL2918,cAMP-dependent protein kinase beta-1 catalytic subunit,CHEMBL565612,Kd,30000.0,nM
CHEMBL2918,cAMP-dependent protein kinase beta-1 catalytic subunit,CHEMBL400402,Kd,30000.0,nM
CHEMBL2918,cAMP-dependent protein kinase beta-1 catalytic subunit,CHEMBL189963,Kd,30000.0,nM
CHEMBL2918,cAMP-dependent protein kinase beta-1 catalytic subunit,CHEMBL3264002,Kd,30000.0,nM
CHEMBL2918,cAMP-dependent protein kinase beta-1 catalytic subunit,CHEMBL2220486,Kd,30000.0,nM
CHEMBL2918,cAMP-dependent protein kinase beta-1 catalytic subunit,CHEMBL1091644,Kd,30000.0,nM
CHEMBL2918,cAMP-dependent protein kinase beta-1 catalytic subunit,CHEMBL488436,Kd,30000.0,nM
CHEMBL2918,cAMP-dependent protein kinase beta-1 catalytic subunit,CHEMBL3128043,Kd,354.0,nM
CHEMBL2918,cAMP-dependent protein kinase beta-1 catalytic subunit,CHEMBL3991934,Kd,30000.0,nM
CHEMBL2918,cAMP-dependent protein kinase beta-1 catalytic subunit,CHEMBL2103839,Kd,30000.0,nM
CHEMBL2918,cAMP-dependent protein kinase beta-1 catalytic subunit,CHEMBL3545328,Kd,30000.0,nM
CHEMBL2918,cAMP-dependent protein kinase beta-1 catalytic subunit,CHEMBL1801204,Kd,30000.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL60254,IC50,3500.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL59828,IC50,150.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL52529,IC50,22000.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL67442,IC50,150000.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL304549,IC50,150000.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL54382,IC50,7000.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL432130,IC50,100000.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL291975,IC50,100000.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL55788,IC50,4000.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL301860,IC50,9300.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL52654,IC50,5000.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL55394,IC50,9000.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL300549,IC50,100000.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL53596,IC50,4000.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL293805,IC50,100000.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL2310935,IC50,50000.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL59677,IC50,9600.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL433101,IC50,42000.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL293500,IC50,50000.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL59687,IC50,50000.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL294303,IC50,50000.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL60455,IC50,50000.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL306884,IC50,22000.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL71331,IC50,22000.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL311399,IC50,3500.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL305667,IC50,37000.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL306883,IC50,50000.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL72480,IC50,37000.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL422056,IC50,150.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL306170,IC50,50000.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL307747,IC50,3500.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL67788,IC50,121000.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL303205,IC50,150000.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL302998,IC50,150000.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL70078,IC50,150000.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL432168,IC50,1200.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL307708,IC50,2800.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL78129,IC50,22500.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL262980,IC50,56000.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL441802,IC50,150000.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL306373,IC50,150000.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL75661,IC50,39000.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL75004,IC50,34000.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL306580,IC50,16000.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL309078,IC50,50000.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL76537,IC50,121000.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL305718,IC50,150000.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL77970,IC50,150000.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL77399,IC50,150000.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL76920,IC50,37000.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL312067,IC50,50000.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL306623,IC50,150000.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL80525,IC50,37000.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL263910,IC50,37000.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL309034,IC50,13000.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL49354,IC50,3500.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL308263,IC50,3100.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL296682,IC50,4000.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL419866,IC50,55000.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL311543,IC50,22000.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL91959,IC50,5000.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL315357,IC50,5000.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL328229,IC50,54000.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL315389,IC50,5000.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL292495,IC50,8700.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL316239,IC50,44000.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL67290,IC50,3100.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL431955,IC50,34000.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL306427,IC50,39000.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL417051,IC50,1200.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL67716,IC50,12500.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL1794808,IC50,16000.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL421866,IC50,2800.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL368416,IC50,4400.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL368895,IC50,6200.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL360304,IC50,10000.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL359486,IC50,5700.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL426587,IC50,10000.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL377734,IC50,40000.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL7463,IC50,5800.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL163015,IC50,43.0,ug.mL-1
CHEMBL3438,Protein kinase C zeta,CHEMBL492251,IC50,50000.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL23327,IC50,100000.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL23254,IC50,100000.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL447723,IC50,1590.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL455091,IC50,1210.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL446072,IC50,110.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL475118,IC50,530.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL474619,IC50,22.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL514197,IC50,2.26,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL473631,IC50,5.6,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL474807,IC50,290.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL475640,IC50,12400.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL516244,IC50,5520.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL482350,IC50,19000.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL480391,IC50,5.18,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL480392,IC50,1510.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL519795,IC50,55.5,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL482368,IC50,51.3,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL474433,IC50,31100.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL474600,IC50,8800.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL474441,IC50,585.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL514484,IC50,1310.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL471790,IC50,23.3,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL471791,IC50,27300.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL472148,IC50,13600.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL513065,IC50,11800.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL480377,IC50,8930.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL520911,IC50,4080.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL480384,IC50,6840.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL480385,IC50,1070.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL520593,IC50,3020.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL477817,IC50,100000.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL467069,IC50,100000.0,nM
CHEMBL3438,Protein kinase C zeta,CHEMBL467321,IC50,100.0,nM
CHEMBL2171,Dual specificity mitogen-activated protein kinase kinase 6,CHEMBL99743,IC50,30000.0,nM
CHEMBL2171,Dual specificity mitogen-activated protein kinase kinase 6,CHEMBL323336,IC50,30000.0,nM
CHEMBL2171,Dual specificity mitogen-activated protein kinase kinase 6,CHEMBL106966,IC50,30000.0,nM
CHEMBL2171,Dual specificity mitogen-activated protein kinase kinase 6,CHEMBL102301,IC50,30000.0,nM
CHEMBL2171,Dual specificity mitogen-activated protein kinase kinase 6,CHEMBL319894,IC50,30000.0,nM
CHEMBL2171,Dual specificity mitogen-activated protein kinase kinase 6,CHEMBL1788116,IC50,10000.0,nM
CHEMBL2171,Dual specificity mitogen-activated protein kinase kinase 6,CHEMBL436817,IC50,100000.0,nM
CHEMBL2171,Dual specificity mitogen-activated protein kinase kinase 6,CHEMBL507249,IC50,15000.0,nM
CHEMBL2171,Dual specificity mitogen-activated protein kinase kinase 6,CHEMBL1087397,IC50,2000.0,nM
CHEMBL2171,Dual specificity mitogen-activated protein kinase kinase 6,CHEMBL1765781,Ki,1000.0,nM
CHEMBL2171,Dual specificity mitogen-activated protein kinase kinase 6,CHEMBL1738710,IC50,10000.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL102768,Ki,1900000.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL1160816,Ki,140000.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL1160592,Ki,120000.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL1160817,Ki,150000.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL322925,Ki,90000.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL1236157,Ki,30000.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL318153,Ki,1140000.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL105524,Ki,122000.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL1129,Ki,97000.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL320200,Ki,140000.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL102425,Ki,7000.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL1160596,Ki,45000.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL102454,Ki,5000.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL1160814,Ki,28000.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL1130,Ki,560000.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL103356,Ki,230000.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL319447,Ki,12000.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL1160818,Ki,110000.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL54918,Ki,521000.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL105318,Ki,28000.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL102479,Ki,490000.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL1160806,Ki,270000.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL1160597,Ki,235000.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL1160604,Ki,19000.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL257695,Ki,10000.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL1160603,Ki,43000.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL123912,Ki,770000.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL1161002,Ki,116000.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL124814,Ki,156000.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL364887,Ki,110000.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL189636,Ki,68000.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL365123,Ki,75000.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL190912,Ki,44000.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL193948,Ki,45000.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL189491,Ki,90000.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL365098,Ki,67000.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL190616,Ki,50000.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL190145,Ki,44000.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL189057,Ki,38000.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL370674,Ki,980000.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL373302,Ki,810000.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL414848,Ki,240000.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL191010,Ki,265000.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL193779,Ki,16500.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL189878,Ki,12300.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL190125,Ki,32000.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL223811,Ki,165000.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL222242,Ki,390000.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL223135,Ki,180000.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL222185,Ki,40000.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL222970,Ki,80000.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL221894,Ki,29000.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL223779,Ki,37000.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL222483,Ki,13500.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL375569,Ki,3500.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL237839,Ki,37000.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL430363,Ki,5000.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL235687,Ki,12000.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL235686,Ki,7200.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL393930,Ki,36000.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL235685,Ki,46000.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL235478,Ki,21000.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL392133,Ki,69000.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL428720,Ki,16000.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL235305,Ki,26500.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL429626,Ki,26000.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL398111,Ki,37000.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL235304,Ki,260000.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL235093,Ki,35000.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL393394,Ki,3800.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL236973,Ki,2300.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL391451,Ki,1900.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL237381,Ki,1100.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL393932,Ki,2200.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL235056,Ki,3800.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL392953,Ki,2600.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL235695,Ki,7200.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL400409,Ki,4900.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL236115,Ki,5400.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL396133,Ki,5400.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL401427,Ki,18000.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL235091,Ki,15000.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL235090,Ki,19200.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL392137,Ki,600.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL235088,Ki,1000.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL393791,Ki,7800.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL392734,Ki,10000.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL442081,Ki,3200.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL393475,Ki,16000.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL393853,Ki,15000.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL520146,Ki,75000.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL505732,Ki,10000.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL448393,Ki,59000.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL526527,Ki,52000.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL484515,Ki,26000.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL519186,Ki,19500.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL484514,Ki,23000.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL449771,Ki,34000.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL449001,Ki,26500.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL482520,Ki,96000.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL482519,Ki,35000.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL483919,Ki,16000.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL482916,Ki,38000.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL520450,Ki,55000.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL482510,Ki,58000.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL482509,Ki,39000.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL482508,Ki,39000.0,nM
CHEMBL2361,Thymidylate kinase,CHEMBL520293,Ki,6500.0,nM
